Setup title,"I/V Sweep_0_-2_light"
Classic test name,"I/V Sweep"
Test date,3/15/2023
Test time,16:54:36
Device ID,
Count,20
Flags,
Remarks,
Context.MainFrame,B1500A
Channel.UnitType,SMU,SMU
Channel.Unit,SMU4:HR,SMU3:HR
Channel.IName,I1,l2
Channel.VName,V1,V2
Channel.Mode,V,COMMON
Channel.Func,VAR1,CONST
Channel.Index,
Channel.Time,
Measurement.Port.Unit,SMU4:HR,SMU3:HR
Measurement.Port.SeriesResistor,NONE,NONE
Measurement.Port.Filter,ON,ON
Measurement.Port.OutputVoltageComparison,0,0
Measurement.Primary.Locus,Double
Measurement.Primary.Scale,LINEAR
Measurement.Primary.Start,0
Measurement.Primary.Stop,-2
Measurement.Primary.Step,-0.01
Measurement.Primary.Compliance,0.0002
Measurement.Primary.PowerCompliance,0
Measurement.Aborting.Condition,"CONTINUE AT ANY"
Measurement.PostOutput.Value,START
Measurement.PostOutput.Retention,OFF
Measurement.Bias.Source,0,0
Measurement.Bias.Compliance,0.0002,0.1
Measurement.Monitor.Unit,SMU4:HR,SMU3:HR
Measurement.Monitor.Adc,"HR ADC","HR ADC"
Measurement.Monitor.Measurement,"Compliance Side","Compliance Side"
Measurement.Monitor.RangingMode,LIMITED,LIMITED
Measurement.Monitor.RangeBoundary,1nA,1nA
Measurement.Monitor.RangeRating,"BY FULL RANGE","BY FULL RANGE"
Measurement.Monitor.RangeRatingCoeff,50,50
Measurement.Timing.Hold,0
Measurement.Timing.Delay,0
Measurement.Adc.HighSpeed.Mode,PLC
Measurement.Adc.HighSpeed.Coeff,10
Measurement.Adc.HighResolution.AutoZero,OFF
Measurement.Adc.HighResolution.Mode,PLC
Measurement.Adc.HighResolution.Coeff,10
Measurement.WaitTime.Source.Coeff,1
Measurement.WaitTime.Source.Offset,0
Measurement.WaitTime.Monitor.Coeff,1
Measurement.WaitTime.Monitor.Offset,0
Output.Graph.Enabled,true
Output.Graph.AutoScaling,false
Output.Graph.XAxis.Data,V1
Output.Graph.XAxis.Scale,Linear
Output.Graph.XAxis.Left,-1
Output.Graph.XAxis.Right,1
Output.Graph.XAxis.RunTimeAutoScale,true
Output.Graph.YAxis.Data,I1
Output.Graph.YAxis.Scale,Linear
Output.Graph.YAxis.Bottom,-0.1
Output.Graph.YAxis.Top,0.1
Output.Graph.YAxis.Group,
Output.Graph.YAxis.RunTimeAutoScale,true
AutoAnalysis.Interpolation,false
AutoAnalysis.Line1.Enabled,false
AutoAnalysis.Line1.Type,1
AutoAnalysis.Line1.Fix,True
AutoAnalysis.Line1.YAxis,0
AutoAnalysis.Line1.Point1.Type,0
AutoAnalysis.Line1.Point1.XY.X,
AutoAnalysis.Line1.Point1.XY.Y,
AutoAnalysis.Line1.Point1.Data.Var,
AutoAnalysis.Line1.Point1.Data.Condition,
AutoAnalysis.Line1.Point1.Data.Start,false
AutoAnalysis.Line1.Point1.Data.StartVar,
AutoAnalysis.Line1.Point1.Data.StartCondition,
AutoAnalysis.Line1.Point2.Type,0
AutoAnalysis.Line1.Point2.XY.X,
AutoAnalysis.Line1.Point2.XY.Y,
AutoAnalysis.Line1.Point2.Data.Var,
AutoAnalysis.Line1.Point2.Data.Condition,
AutoAnalysis.Line1.Point2.Data.Start,false
AutoAnalysis.Line1.Point2.Data.StartVar,
AutoAnalysis.Line1.Point2.Data.StartCondition,
AutoAnalysis.Line1.GradientExpr,0
AutoAnalysis.Line2.Enabled,false
AutoAnalysis.Line2.Type,1
AutoAnalysis.Line2.Fix,True
AutoAnalysis.Line2.YAxis,0
AutoAnalysis.Line2.Point1.Type,0
AutoAnalysis.Line2.Point1.XY.X,
AutoAnalysis.Line2.Point1.XY.Y,
AutoAnalysis.Line2.Point1.Data.Var,
AutoAnalysis.Line2.Point1.Data.Condition,
AutoAnalysis.Line2.Point1.Data.Start,false
AutoAnalysis.Line2.Point1.Data.StartVar,
AutoAnalysis.Line2.Point1.Data.StartCondition,
AutoAnalysis.Line2.Point2.Type,0
AutoAnalysis.Line2.Point2.XY.X,
AutoAnalysis.Line2.Point2.XY.Y,
AutoAnalysis.Line2.Point2.Data.Var,
AutoAnalysis.Line2.Point2.Data.Condition,
AutoAnalysis.Line2.Point2.Data.Start,false
AutoAnalysis.Line2.Point2.Data.StartVar,
AutoAnalysis.Line2.Point2.Data.StartCondition,
AutoAnalysis.Line2.GradientExpr,0
AutoAnalysis.Marker.Enabled,false
AutoAnalysis.Marker.Data.Var,
AutoAnalysis.Marker.Data.Condition,
AutoAnalysis.Marker.Data.Start,false
AutoAnalysis.Marker.Data.StartVar,
AutoAnalysis.Marker.Data.StartCondition,
V1,I1
0,8.558E-10
-0.01,-1.62827E-07
-0.02,-3.24401E-07
-0.03,-4.91493E-07
-0.04,-6.45481E-07
-0.05,-8.26613E-07
-0.06,-1.002643E-06
-0.07,-1.23635E-06
-0.08,-1.41875E-06
-0.09,-1.60348E-06
-0.1,-1.84264E-06
-0.11,-2.10076E-06
-0.12,-2.37407E-06
-0.13,-2.6392E-06
-0.14,-2.86163E-06
-0.15,-3.20628E-06
-0.16,-3.58713E-06
-0.17,-3.91202E-06
-0.18,-4.29583E-06
-0.19,-4.74978E-06
-0.2,-5.0927E-06
-0.21,-5.59536E-06
-0.22,-6.14152E-06
-0.23,-6.69166E-06
-0.24,-7.29827E-06
-0.25,-7.84557E-06
-0.26,-8.31742E-06
-0.27,-9.05545E-06
-0.28,-9.56573E-06
-0.29,-1.013328E-05
-0.3,-1.107418E-05
-0.31,-1.13184E-05
-0.32,-1.1834E-05
-0.33,-1.25389E-05
-0.34,-1.32591E-05
-0.35,-1.41516E-05
-0.36,-1.50657E-05
-0.37,-1.60175E-05
-0.38,-1.66203E-05
-0.39,-1.76066E-05
-0.4,-1.86197E-05
-0.41,-1.9682E-05
-0.42,-2.05603E-05
-0.43,-2.1843E-05
-0.44,-2.33015E-05
-0.45,-2.46273E-05
-0.46,-2.6123E-05
-0.47,-2.81752E-05
-0.48,-2.93243E-05
-0.49,-3.12629E-05
-0.5,-3.28002E-05
-0.51,-3.38983E-05
-0.52,-3.56847E-05
-0.53,-3.8386E-05
-0.54,-4.0471E-05
-0.55,-4.23022E-05
-0.56,-4.31209E-05
-0.57,-4.48754E-05
-0.58,-4.69002E-05
-0.59,-4.89984E-05
-0.6,-5.16117E-05
-0.61,-5.35298E-05
-0.62,-5.62255E-05
-0.63,-5.85766E-05
-0.64,-6.09973E-05
-0.65,-6.29564E-05
-0.66,-6.48175E-05
-0.67,-7.06805E-05
-0.68,-7.33937E-05
-0.69,-7.5258E-05
-0.7,-7.85189E-05
-0.71,-8.21579E-05
-0.72,-8.79776E-05
-0.73,-9.18477E-05
-0.74,-9.18563E-05
-0.75,-9.71433E-05
-0.76,-0.000100939
-0.77,-0.0001051574
-0.78,-0.0001082139
-0.79,-0.000110552
-0.8,-0.000115742
-0.81,-0.000120706
-0.82,-0.000123971
-0.83,-0.000127451
-0.84,-0.000136738
-0.85,-0.000140139
-0.86,-0.000145546
-0.87,-0.000152172
-0.88,-0.00015837
-0.89,-0.000168082
-0.9,-0.000178038
-0.91,-0.000199023
-0.92,-0.000200022
-0.93,-0.000200041
-0.94,-0.000200041
-0.95,-0.000200041
-0.96,-0.000200041
-0.97,-0.00020004
-0.98,-0.00020004
-0.99,-0.00020004
-1,-0.00020004
-1.01,-0.00020004
-1.02,-0.000200039
-1.03,-0.00020004
-1.04,-0.00020004
-1.05,-0.00020004
-1.06,-0.00020004
-1.07,-0.00020004
-1.08,-0.00020004
-1.09,-0.00020004
-1.1,-0.00020004
-1.11,-0.00020004
-1.12,-0.00020004
-1.13,-0.00020004
-1.14,-0.00020004
-1.15,-0.00020004
-1.16,-0.000200039
-1.17,-0.000200039
-1.18,-0.00020004
-1.19,-0.00020004
-1.2,-0.00020004
-1.21,-0.000200041
-1.22,-0.00020004
-1.23,-0.000200041
-1.24,-0.00020004
-1.25,-0.00020004
-1.26,-0.000200041
-1.27,-0.00020004
-1.28,-0.000200041
-1.29,-0.00020004
-1.3,-0.00020004
-1.31,-0.000200041
-1.32,-0.000200041
-1.33,-0.00020004
-1.34,-0.000200041
-1.35,-0.00020004
-1.36,-0.00020004
-1.37,-0.00020004
-1.38,-0.00020004
-1.39,-0.00020004
-1.4,-0.00020004
-1.41,-0.00020004
-1.42,-0.00020004
-1.43,-0.00020004
-1.44,-0.000200041
-1.45,-0.00020004
-1.46,-0.00020004
-1.47,-0.000200039
-1.48,-0.00020004
-1.49,-0.00020004
-1.5,-0.00020004
-1.51,-0.000200039
-1.52,-0.00020004
-1.53,-0.000200039
-1.54,-0.00020004
-1.55,-0.00020004
-1.56,-0.00020004
-1.57,-0.000200039
-1.58,-0.00020004
-1.59,-0.00020004
-1.6,-0.00020004
-1.61,-0.00020004
-1.62,-0.00020004
-1.63,-0.00020004
-1.64,-0.000200039
-1.65,-0.000200039
-1.66,-0.00020004
-1.67,-0.00020004
-1.68,-0.000200041
-1.69,-0.00020004
-1.7,-0.00020004
-1.71,-0.00020004
-1.72,-0.00020004
-1.73,-0.00020004
-1.74,-0.000200041
-1.75,-0.00020004
-1.76,-0.000200039
-1.77,-0.00020004
-1.78,-0.000200041
-1.79,-0.00020004
-1.8,-0.00020004
-1.81,-0.00020004
-1.82,-0.00020004
-1.83,-0.00020004
-1.84,-0.00020004
-1.85,-0.00020004
-1.86,-0.000200039
-1.87,-0.00020004
-1.88,-0.00020004
-1.89,-0.00020004
-1.9,-0.000200041
-1.91,-0.00020004
-1.92,-0.00020004
-1.93,-0.000200041
-1.94,-0.00020004
-1.95,-0.000200041
-1.96,-0.000200041
-1.97,-0.000200041
-1.98,-0.000200041
-1.99,-0.000200041
-2,-0.00020004
-2,-0.00020004
-1.99,-0.00020004
-1.98,-0.00020004
-1.97,-0.00020004
-1.96,-0.00020004
-1.95,-0.00020004
-1.94,-0.000200039
-1.93,-0.00020004
-1.92,-0.00020004
-1.91,-0.000200041
-1.9,-0.00020004
-1.89,-0.00020004
-1.88,-0.00020004
-1.87,-0.00020004
-1.86,-0.00020004
-1.85,-0.000200039
-1.84,-0.00020004
-1.83,-0.000200041
-1.82,-0.000200041
-1.81,-0.00020004
-1.8,-0.00020004
-1.79,-0.00020004
-1.78,-0.00020004
-1.77,-0.00020004
-1.76,-0.00020004
-1.75,-0.00020004
-1.74,-0.000200041
-1.73,-0.00020004
-1.72,-0.00020004
-1.71,-0.000200039
-1.7,-0.000200039
-1.69,-0.00020004
-1.68,-0.00020004
-1.67,-0.00020004
-1.66,-0.00020004
-1.65,-0.00020004
-1.64,-0.000200041
-1.63,-0.000200039
-1.62,-0.00020004
-1.61,-0.000200039
-1.6,-0.00020004
-1.59,-0.000200039
-1.58,-0.00020004
-1.57,-0.00020004
-1.56,-0.00020004
-1.55,-0.00020004
-1.54,-0.00020004
-1.53,-0.00020004
-1.52,-0.00020004
-1.51,-0.00020004
-1.5,-0.00020004
-1.49,-0.00020004
-1.48,-0.00020004
-1.47,-0.00020004
-1.46,-0.00020004
-1.45,-0.00020004
-1.44,-0.00020004
-1.43,-0.00020004
-1.42,-0.00020004
-1.41,-0.00020004
-1.4,-0.00020004
-1.39,-0.000200041
-1.38,-0.000200041
-1.37,-0.00020004
-1.36,-0.00020004
-1.35,-0.000200041
-1.34,-0.000200041
-1.33,-0.00020004
-1.32,-0.00020004
-1.31,-0.00020004
-1.3,-0.00020004
-1.29,-0.00020004
-1.28,-0.000200041
-1.27,-0.00020004
-1.26,-0.000200041
-1.25,-0.00020004
-1.24,-0.000200041
-1.23,-0.000200041
-1.22,-0.000200041
-1.21,-0.00020004
-1.2,-0.000200041
-1.19,-0.00020004
-1.18,-0.000200041
-1.17,-0.000200041
-1.16,-0.000200041
-1.15,-0.000200042
-1.14,-0.000200042
-1.13,-0.000200042
-1.12,-0.000200042
-1.11,-0.000200041
-1.1,-0.000200042
-1.09,-0.000200042
-1.08,-0.000200041
-1.07,-0.000200041
-1.06,-0.000200041
-1.05,-0.000200041
-1.04,-0.000200041
-1.03,-0.000200041
-1.02,-0.000200041
-1.01,-0.000200041
-1,-0.000200042
-0.99,-0.000200042
-0.98,-0.000200042
-0.97,-0.000200042
-0.96,-0.000200042
-0.95,-0.000200042
-0.94,-0.000200041
-0.93,-0.000200042
-0.92,-0.000200042
-0.91,-0.000200041
-0.9,-0.000200041
-0.89,-0.000200041
-0.88,-0.000200041
-0.87,-0.000200041
-0.86,-0.000200041
-0.85,-0.000200041
-0.84,-0.000200042
-0.83,-0.000200041
-0.82,-0.000200041
-0.81,-0.000200041
-0.8,-0.000200041
-0.79,-0.000200041
-0.78,-0.00019687
-0.77,-0.000188417
-0.76,-0.000179384
-0.75,-0.00017205
-0.74,-0.000165628
-0.73,-0.000159698
-0.72,-0.000154563
-0.71,-0.000147845
-0.7,-0.000141275
-0.69,-0.00013617
-0.68,-0.000130727
-0.67,-0.000125984
-0.66,-0.00012118
-0.65,-0.000115525
-0.64,-0.000110439
-0.63,-0.000106104
-0.62,-0.000102083
-0.61,-9.79184E-05
-0.6,-9.39299E-05
-0.59,-8.97753E-05
-0.58,-8.62149E-05
-0.57,-8.24245E-05
-0.56,-7.88653E-05
-0.55,-7.54405E-05
-0.54,-7.20853E-05
-0.53,-6.90931E-05
-0.52,-6.58268E-05
-0.51,-6.2928E-05
-0.5,-6.00445E-05
-0.49,-5.71862E-05
-0.48,-5.46213E-05
-0.47,-5.21203E-05
-0.46,-4.96131E-05
-0.45,-4.72941E-05
-0.44,-4.51968E-05
-0.43,-4.29133E-05
-0.42,-4.09526E-05
-0.41,-3.88644E-05
-0.4,-3.70132E-05
-0.39,-3.51734E-05
-0.38,-3.32683E-05
-0.37,-3.15382E-05
-0.36,-2.97906E-05
-0.35,-2.8021E-05
-0.34,-2.64542E-05
-0.33,-2.48778E-05
-0.32,-2.34136E-05
-0.31,-2.20072E-05
-0.3,-2.07507E-05
-0.29,-1.94307E-05
-0.28,-1.82559E-05
-0.27,-1.71469E-05
-0.26,-1.60613E-05
-0.25,-1.50383E-05
-0.24,-1.40345E-05
-0.23,-1.30188E-05
-0.22,-1.21264E-05
-0.21,-1.12174E-05
-0.2,-1.03138E-05
-0.19,-9.53693E-06
-0.18,-8.73482E-06
-0.17,-7.94266E-06
-0.16,-7.26582E-06
-0.15,-6.57263E-06
-0.14,-5.97839E-06
-0.13,-5.33373E-06
-0.12,-4.7495E-06
-0.11,-4.21442E-06
-0.1,-3.73225E-06
-0.09,-3.25723E-06
-0.08,-2.80486E-06
-0.07,-2.38454E-06
-0.06,-1.99877E-06
-0.05,-1.63604E-06
-0.04,-1.29257E-06
-0.03,-9.50739E-07
-0.02,-6.20565E-07
-0.01,-3.06813E-07
0,1.7921E-09
